Site,URLS,URL,Country,OpenAI,Google AI,Common Crawl,OAI-SearchBot,ChatGPT-User,GPTBot,PerplexityBot
TASS,https://tass.ru,https://tass.ru,🇷🇺,,,,,,,
TechMeme,techmeme.com,techmeme.com,🇺🇸,,,,,,,
Technical.ly,https://technical.ly,https://technical.ly,🇺🇸,🙅,,,,,🙅,
Teen Vogue,https://www.teenvogue.com,https://www.teenvogue.com,🇺🇸,,🙅,🙅,,,,🙅
Telemundo Chicago,https://www.telemundochicago.com,https://www.telemundochicago.com,🇺🇸,🙅,,,,,🙅,
Texas Observer,https://www.texasobserver.org,https://www.texasobserver.org,🇺🇸,,,,,,,
Texas Public Radio,https://www.tpr.org,https://www.tpr.org,🇺🇸,,,,,,,
Texas Tribune,https://www.texastribune.org,https://www.texastribune.org,🇺🇸,,,,,,,
Thaha Khabar,thahakhabar.com,thahakhabar.com,🇳🇵,,,,,,,
Thousand Oaks Acorn,https://www.toacorn.com,https://www.toacorn.com,🇺🇸,,,,,,,
THV 11,thv11.com,thv11.com,🇺🇸,,,,,,,
Ticker,tickernews.co,tickernews.co,🇺🇸,,,,,,,
Tifton Gazette,https://www.tiftongazette.com,https://www.tiftongazette.com,🇺🇸,🙅,🙅,🙅,,,,
TIME,https://time.com,https://time.com,🇺🇸,🙅,,,,,,
Times of India,timesofindia.indiatimes.com,timesofindia.indiatimes.com,🇮🇳,🙅,,,,,🙅,
Times of Israel,https://www.timesofisrael.com,https://www.timesofisrael.com,🇮🇱,,,,,,,
"Times, The",https://www.thetimes.com,https://www.thetimes.com,🇬🇧,,🙅,🙅,,,,🙅
"Times-Enterprise, The",https://www.timesenterprise.com,https://www.timesenterprise.com,🇺🇸,🙅,🙅,🙅,,,,
TMZ,https://www.tmz.com,https://www.tmz.com,🇺🇸,,,,,,,
Toronto Sun,https://torontosun.com,https://torontosun.com,🇨🇦,,,,,,,
TorrentFreak,torrentfreak.com,torrentfreak.com,🇺🇸,,,,,,,
Townhall,https://townhall.com,https://townhall.com,🇺🇸,,,,,,,
TPM,https://talkingpointsmemo.com,https://talkingpointsmemo.com,🇺🇸,,,,,,,
Trace,https://www.thetrace.org,https://www.thetrace.org,🇺🇸,,,,,,,
Tribune De Lyon,https://tribunedelyon.fr,https://tribunedelyon.fr,🇫🇷,,,,,,,
Tributary,https://jaxtrib.org,https://jaxtrib.org,🇺🇸,,,,,,,
"TriiBE, The",https://thetriibe.com,https://thetriibe.com,🇺🇸,,,,,,,
Truthout,https://truthout.org,https://truthout.org,🇺🇸,,,,,,,
Tucson Sentinel,https://www.tucsonsentinel.com,https://www.tucsonsentinel.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Ukrinform,ukrinform.net,ukrinform.net,🇺🇦,,,,,,,
UnHerd,https://unherd.com,https://unherd.com,🇬🇧,,,,,,,
Unicorn Riot,https://unicornriot.ninja,https://unicornriot.ninja,🇺🇸,,,,,,,
United Daily News,https://udn.com,https://udn.com,🇹🇼,🙅,,,,,🙅,
Univision Chicago,https://www.univision.com,https://www.univision.com,🇺🇸,,,,,,,
Univision News,univision.com,univision.com,🇺🇸,,,,,,,
UOL Notícias,https://noticias.uol.com.br,https://noticias.uol.com.br,🇧🇷,🙅,🙅,,,,🙅,
Uvalde News-Leader,https://www.uvaldeleadernews.com,https://www.uvaldeleadernews.com,🇺🇸,,,,,,,
Valdosta Daily Times,https://www.valdostadailytimes.com,https://www.valdostadailytimes.com,🇺🇸,🙅,🙅,🙅,,,,
Valley Public Radio,https://www.kvpr.org,https://www.kvpr.org,🇺🇸,,,,,,,
Valor Econômico,https://valor.globo.com,https://valor.globo.com,🇧🇷,🙅,🙅,🙅,,,🙅,
Vancouver Sun,https://vancouversun.com,https://vancouversun.com,🇨🇦,,,,,,,
Vanity Fair,https://www.vanityfair.com,https://www.vanityfair.com,🇺🇸,,🙅,🙅,,,,🙅
VentureBeat,https://venturebeat.com,https://venturebeat.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
Vermont Public,https://www.vermontpublic.org,https://www.vermontpublic.org,🇺🇸,🙅,🙅,,,,🙅,
Vertical,verticalmag.com,verticalmag.com,🇺🇸,,,,,,,
VG,https://www.vg.no,https://www.vg.no,🇳🇴,🙅,🙅,🙅,,,🙅,
Vice News,https://www.vice.com,https://www.vice.com,🇺🇸,,,,,,,
Vogue,https://www.vogue.com,https://www.vogue.com,🇺🇸,,🙅,🙅,,,,🙅
Voice of OC,https://voiceofoc.org,https://voiceofoc.org,🇺🇸,,,,,,,
Voice of San Diego,https://voiceofsandiego.org,https://voiceofsandiego.org,🇺🇸,,,,,,,
Voices of Monterey Bay,https://voicesofmontereybay.org,https://voicesofmontereybay.org,🇺🇸,,,,,,,
Votebeat,https://www.votebeat.org,https://www.votebeat.org,🇺🇸,,,,,,,
Vrye Weekblad,https://www.vryeweekblad.com,https://www.vryeweekblad.com,🇿🇦,,,,,,,
WABE News,wabe.org,wabe.org,🇺🇸,,,,,,,
Wall Street Journal,https://www.wsj.com,https://www.wsj.com,🇺🇸,,🙅,🙅,,,,🙅
Washington Examiner,https://www.washingtonexaminer.com,https://www.washingtonexaminer.com,🇺🇸,,,🙅,,,,
Washington Free Beacon,freebeacon.com,freebeacon.com,🇺🇸,,,,,,,
Washington Times,https://www.washingtontimes.com,https://www.washingtontimes.com,🇺🇸,🙅,,🙅,,,🙅,
"Week, The",https://theweek.com,https://theweek.com,🇺🇸,,,,,,,
WFAA,wfaa.com,wfaa.com,🇺🇸,,,,,,,
WFPL,https://www.lpm.org,https://www.lpm.org,🇺🇸,,,,,,,
WGN,https://wgntv.com,https://wgntv.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
WGRZ,wgrz.com,wgrz.com,🇺🇸,,,,,,,
WHAS11 News,whas11.com,whas11.com,🇺🇸,,,,,,,
WHYY,https://whyy.org,https://whyy.org,🇺🇸,,,,,,,
Windows Central,https://www.windowscentral.com,https://www.windowscentral.com,🇺🇸,,,,,,,
Wired,https://www.wired.com,https://www.wired.com,🇺🇸,,🙅,🙅,,,,🙅
WJBF,https://www.wjbf.com,https://www.wjbf.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
WND News,https://www.wnd.com,https://www.wnd.com,🇺🇸,,,,,,,
WNYC,https://www.wnyc.org,https://www.wnyc.org,🇺🇸,,,,,,,
WNYT NewsChannel 13,wnyt.com,wnyt.com,🇺🇸,🙅,🙅,,,,🙅,
Wonkette,wonkette.com,wonkette.com,🇺🇸,,,,,,,
WPLG Local 10 News,https://www.local10.com,https://www.local10.com,🇺🇸,🙅,,,,,🙅,
Wrap,https://www.thewrap.com,https://www.thewrap.com,🇺🇸,,,,,,,
WRBL News 3,https://www.wrbl.com,https://www.wrbl.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
WSAV News 3,https://www.wsav.com,https://www.wsav.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
WSB-TV,https://www.wsbtv.com,https://www.wsbtv.com,🇺🇸,,,,,,,
WTTW,wttw.com,wttw.com,🇺🇸,,,,,,,
Y-City News,ycitynews.com,ycitynews.com,🇺🇸,,,,,,,
Yahoo! News,https://news.yahoo.com,https://news.yahoo.com,🇺🇸,,,,,,,
Yale Daily News,https://yaledailynews.com,https://yaledailynews.com,🇺🇸,,,,,,,
Yedioth Ahronoth,ynetnews.com,ynetnews.com,🇮🇱,,,,,,,
Ynet,ynet.co.il,ynet.co.il,🇮🇱,,,,,,,
Zeit,https://www.zeit.de,https://www.zeit.de,🇩🇪,🙅,🙅,🙅,,,🙅,
Zero Hora,zh.clicrbs.com.br,zh.clicrbs.com.br,🇧🇷,🙅,,,,,,
ZeroHedge,zerohedge.com,zerohedge.com,🇺🇸,,,,,,,
ZN.UA,https://zn.ua,https://zn.ua,🇺🇦,,,,,,,
Última Hora,https://www.ultimahora.es,https://www.ultimahora.es,🇪🇸,🙅,🙅,,,,🙅,
